ALL-A	-0.61	-2.41%	89451600
ALL-B	-0.57	-2.21%	20100100
ALL-C	-1.87	-6.76%	6837400
ALL-D	-1.81	-6.54%	2087300
ALL-E	-1.88	-6.77%	12733100
ALL-F	-1.17	-4.36%	3938600
ALL-Y	0.06	0.24%	25971700
ALLE	-1.92	-2.91%	184984800
ALLY	0.38	2.04%	1087087200
ALP-O	-2.36	-8.25%	634400
ALR	-0.12	-0.31%	352700100
ALR-B	51.7	18.39%	1741700
ALSN	7.8	30.13%	341821400
ALV	-11.62	-9.31%	124662000
ALX	42.76	11.13%	1591700
AM	8.06	35.32%	120123500
AMBR	3.99	78.39%	69671100
AMC	9.65	40.21%	71836200
AME	-4.99	-9.31%	450065000
AMFW	-0.73	-11.34%	50760400
AMG	-14.46	-9.05%	147016100
AMH	4.32	25.93%	539400100
AMH-A	1.9	7.39%	2391400
AMH-B	1.27	4.86%	1301600
AMH-C	1.44	5.60%	2655900
AMH-D	-0.34	-1.34%	7671200
AMH-E	-0.57	-2.27%	11518500
AMID	10.11	124.97%	66597600
AMN	5.3	15.99%	32759200
AMOV	-0.28	-2.23%	167000
AMP	4.52	4.25%	320640400
AMRC	-0.75	-12.00%	18422600
AMT	8.73	9.00%	562692600
AMT-A	6.25	6.34%	6860100
AMT-B	3.5	3.47%	11082000
AMX	-1.49	-10.60%	1090269200
AN	-11.01	-18.45%	338522200
ANET	18.93	24.32%	195687500
ANF	-15	-55.56%	749874900
ANFI	-2.96	-32.49%	60411900
ANH	0.82	18.85%	166031300
ANH-A	0.79	3.22%	946500
ANH-B	2.48	10.74%	672600
ANH-C	1.16	4.92%	518700
ANTM	4.33	3.11%	443467300
ANTX	0.9	1.95%	39937800
ANW	1.79	21.41%	81267100
AOD	-0.1	-1.30%	103127400
AOI	7.73	67.39%	11966400
AON	19.32	20.95%	288446100
AOS	9.05	23.61%	213781700
AP	6.49	63.26%	9427500
APA	19	42.73%	1098258800
APAM	-6.31	-17.50%	110616900
APB	-0.35	-3.48%	2271700
APC	21.15	43.54%	1590944800
APD	13.71	10.54%	375347100
APF	-0.33	-2.39%	2732700
APFH	6.28	26.72%	51936700
APH	14.97	28.66%	354061200
APLE	0.01	0.05%	227753900
APO	4.18	27.54%	223981900
APTS	1.83	13.99%	42966300
APU	13.65	39.83%	61430800
AQN	0.31	3.79%	1843100
AR	1.85	8.49%	845499400
ARA	-5.22	-19.70%	32034800
ARC	0.66	14.93%	46209800
ARCH	8.05	11.50%	44528900
ARCO	2.29	73.63%	140951400
ARCX	2.66	20.05%	8363200
ARDC	1.72	12.87%	19630700
ARE	20.77	22.99%	142497600
ARE-A	0.04	0.16%	12514500
ARE-D	6.77	24.63%	14181500
ARE-E	-0.61	-2.37%	2605000
ARES	6.27	48.49%	12809900
ARH-C	-1.72	-6.40%	5930600
ARI	-0.61	-3.54%	220231100
ARI-A	-0.53	-2.05%	2578400
ARI-C	-0.06	-0.24%	1739600
ARL	-0.45	-8.01%	1700700
ARMK	3.47	10.76%	419204600
ARN-B	-0.85	-2.74%	6781000
ARNC	-3.7	-16.64%	254170200
AROC	5.68	75.53%	182090800
ARR	-0.07	-0.32%	130200500
ARR-A	1.4	6.11%	1731000
ARR-B	2.9	14.29%	6033400
ARU	0.3	1.19%	2788000
ARW	17.12	31.60%	140627800
ASA	3.87	53.97%	45925100
ASB	5.95	31.73%	250746500
ASB-C	-0.75	-2.88%	1070400
ASB-D	-3.13	-12.51%	3931500
ASC	-5.32	-41.82%	89207000
ASG	-0.4	-8.73%	13239300
ASGN	-0.79	-1.76%	89461500
ASH	6.59	6.42%	146708100
ASIX	5.64	34.18%	51674300
ASPN	-1.94	-31.96%	19015300
ASR	3.22	2.29%	14926900
ASX	-0.63	-11.11%	232400800
AT	0.53	26.90%	115741700
ATEN	1.75	26.68%	109654100
ATH	4.43	10.17%	29167400
ATHM	-9.64	-27.61%	210499400
ATI	4.68	41.60%	701385800
ATKR	8.16	51.81%	42425800
ATO	11.11	17.62%	146119100
ATR	0.8	1.10%	71319500
ATTO	-2.09	-21.46%	10472300
ATU	1.99	8.31%	153208700
ATV	2.56	47.06%	18783600
ATW	2.9	28.35%	1118539800
AU	3.41	48.03%	1140264900
AUO	0.63	21.65%	189795100
AUY	0.95	51.08%	4122948500
AV	-3.52	-23.14%	94450500
AVA	4.62	13.06%	86955400
AVAL	1.42	21.78%	35233300
AVB	-6.98	-3.79%	203314800
AVD	5.14	36.69%	44232400
AVH	5.37	125.76%	45068900
AVK	1.16	8.58%	24274900
AVP	0.99	24.44%	1631538000
AVT	4.77	11.13%	258031000
AVX	3.49	28.75%	46979700
AVY	7.56	12.07%	200622900
AWF	1.79	16.60%	54118100
AWH	16.52	44.42%	173038200
AWI	-3.93	-8.59%	156202000
AWK	12.61	21.10%	360364300
AWP	-0.64	-11.09%	88883000
AWR	3.61	8.61%	46511100
AXE	20.66	34.21%	48974700
AXL	0.36	1.90%	371925100
AXON	-5.61	-31.11%	96304600
AXP	4.53	6.51%	1407981800
AXR	3.07	70.57%	2500000
AXS	9.05	16.10%	125578900
AXS-C	-1.61	-6.00%	10816800
AXS-D	-2.57	-10.17%	4819200
AXS-E	-1.85	-7.87%	8839400
AXTA	0.55	2.06%	563145400
AYI	-2.94	-1.26%	122228500
AYR	-0.04	-0.19%	100089000
AZN	-6.63	-19.53%	1435933100
AZO	47.88	6.45%	75334000
AZRE	0.88	5.46%	6287000
AZZ	8.33	14.99%	35218000
B	12.03	33.99%	56633600
BA	11.09	7.67%	1111660700
BABA	6.54	8.05%	3742094000
BAC	5.27	31.31%	27428529600
BAC-A	-0.23	-0.92%	43727700
BAC-C	-0.06	-0.24%	43552600
BAC-D	-0.74	-2.86%	12479800
BAC-E	-0.56	-2.50%	15098400
BAC-I	-1.44	-5.38%	5943700
BAC-L	73.53	6.73%	2481300
BAC-W	-1.03	-3.85%	23599700
BAC-Y	-1.2	-4.49%	25334000
BAC.A	4.13	70.96%	165623300
BAC.B	0.69	255.56%	54083700
BAF	-0.52	-3.52%	6221300
BAH	5.22	16.92%	263732400
BAK	7.67	56.65%	137314000
BAM	1.48	4.69%	285278900
BAN-C	-0.76	-2.86%	930500
BAN-D	-0.58	-2.23%	3546200
BAN-E	0.12	0.48%	7550200
BANC	2.73	18.67%	247132700
BAP	60.54	62.21%	90719600
BAS	32.67	1219.03%	601319000
BAX	6.19	16.23%	1488815900
BBD	3.9	81.08%	3423802200
BBDO	3.63	69.54%	931600
BBF	-0.59	-4.04%	5674200
BBG	3.06	77.86%	521616400
BBK	-0.88	-5.45%	5780600
BBL	8.81	38.90%	692412200
BBN	0.62	2.96%	59273400
BBT	9.21	24.36%	1263676700
BBT-D	-1.89	-7.15%	9218200
BBT-E	-2.36	-9.04%	20186600
BBT-F	-2.34	-9.32%	8286500
BBT-G	-2.45	-9.70%	8763300
BBT-H	-0.76	-3.03%	28231300
BBU	-4.17	-14.77%	5003300
BBVA	-0.56	-7.64%	834339600
BBW	1.51	12.34%	35460700
BBY	12.22	40.13%	1374865100
BC	4.03	7.98%	300728000
BCC	-3.03	-11.87%	118338400
BCE	4.62	11.96%	207446700
BCEI	-4.25	-80.65%	947248100
BCH	11.04	18.58%	10830500
BCO	12.39	42.93%	83995900
BCR	35.22	18.59%	127217500
BCRH	1.3	7.58%	7878500
BCS	-1.96	-15.12%	1713508400
BCS-A	-0.59	-2.27%	22482000
BCS-D	-0.99	-3.73%	48674200
BCX	1.16	16.32%	96625900
BDC	27.09	56.82%	92162900
BDC-B	-1.33	-1.24%	5945700
BDJ	0.54	7.10%	115898100
BDN	2.85	20.86%	412225800
BDN-E	-1.54	-5.75%	2962600
BDX	11.46	7.44%	257549400
BEL	3.85	40.53%	135899200
BEN	2.76	7.50%	844006200
BEP	3.52	13.45%	10333000
BERY	12.55	34.69%	401288900
BETR	-2.71	-23.52%	195829100
BF.A	-8.81	-15.99%	3997700
BF.B	-4.72	-9.51%	207618300
BFAM	3.22	4.82%	60671800
BFK	-0.91	-6.17%	26526700
BFO	0.07	0.47%	2159000
BFR	-1.65	-8.65%	27279300
BFS	15.34	29.92%	8876900
BFS-C	-0.96	-3.67%	2406000
BFZ	-1.46	-9.15%	15918400
BG	3.96	5.80%	319894000
BGB	1.97	14.73%	50494700
BGC	5.62	41.85%	155246900
BGCA	-1.21	-4.50%	2415700
BGE-B	-0.5	-1.92%	1785600
BGG	4.96	28.67%	111641100
BGH	2.74	16.62%	19094900
BGR	1.91	15.24%	26893200
BGS	8.78	25.07%	175079500
BGT	1.58	12.64%	18501000
BGX	2.44	18.10%	16227900
BGY	-0.73	-11.70%	94861900
BH	147.38	45.23%	1260700
BHE	9.83	47.56%	80445900
BHI	18.82	40.78%	967940800
BHK	0.37	2.93%	35239200
BHL	0.77	5.91%	3600800
BHLB	7.74	26.59%	30540600
BHP	10.02	38.90%	1081211300
BID	14.1	54.74%	281674400
BIF	1.2	15.50%	40718900
BIG	11.67	30.28%	260335600
BIO	43.62	31.46%	33420600
BIO.B	45.47	33.03%	42800
BIO.W	-0.71	-50.35%	903700
BIOA	-0.68	-11.00%	16265400
BIP	8.2	32.43%	60328100
BIT	0.67	4.24%	36290300
BITA	-9.34	-33.03%	155442800
BJZ	-0.01	-0.07%	2663700
BK	6.16	14.94%	1494428700
BK-C	-2.82	-10.92%	12482700
BKD	-6.04	-32.72%	912146700
BKE	-7.98	-25.93%	117372700
BKFS	4.74	14.34%	41245600
BKH	14.91	32.11%	118777200
BKHU	13.44	24.25%	13441700
BKK	-0.67	-4.22%	11102300
BKN	-0.7	-4.55%	12872600
BKS	2.44	28.01%	234506800
BKT	-0.05	-0.78%	31773000
BKU	1.63	4.52%	245736300
BLD	4.83	15.70%	80189300
BLH	-0.21	-1.41%	1492600
BLK	40.02	11.75%	175150600
BLL	2.34	3.22%	399946600
BLW	0.59	4.05%	27689600
BLX	3.51	13.54%	42530100
BMA	6.23	10.72%	30241100
BME	-7.6	-19.31%	8110300
BMI	-21.64	-36.93%	27831400
BML-G	1.67	9.12%	3750000
BML-H	1.55	8.45%	8027900
BML-I	-0.63	-2.45%	8973200
BML-J	2.13	9.84%	3305700
BML-L	1.17	5.45%	5565300
BMO	15.5	27.47%	159029700
BMS	3.13	7.00%	189758700
BMY	-10.35	-15.05%	2325469000
BNED	1.52	15.28%	62822600
BNJ	-0.95	-6.25%	4045300
BNS	15.24	37.69%	224508200
BNY	-1.67	-10.72%	6234800
BOE	-1.19	-9.33%	56213000
BOH	25.79	41.00%	61084400
BOOT	0.23	1.87%	101183200
BORN	-0.12	-8.22%	12794100
BOX	-0.1	-0.72%	253187700
BOXC	0.64	3.37%	446400
BP	6.12	19.58%	2007070100
BPI	2.52	33.11%	29019400
BPK	-0.52	-3.35%	10077700
BPL	0.2	0.30%	157904700
BPT	-1.19	-4.77%	76348400
BPY	-1.25	-5.38%	35370700
BQH	-0.83	-5.59%	1405600
BR	12.57	23.39%	180467900
BRC	14.57	63.40%	59019900
BRFS	0.94	6.80%	415339100
BRK.A	46321	23.42%	70311
BRK.B	30.94	23.43%	942404200
BRO	12.76	39.75%	181766200
BRS	-5.42	-20.93%	248357500
BRSS	13	61.03%	34151500
BRT	1.85	29.18%	1859500
BRX	-1.4	-5.42%	534529000
BSAC	4.23	23.98%	100256700
BSBR	5	128.53%	398452500
BSD	-0.36	-2.60%	5297900
BSE	-0.61	-4.45%	4136900
BSL	3.23	21.75%	19038100
BSM	4.35	30.15%	42909400
BSMX	-1.48	-17.07%	373672300
BST	0.63	3.64%	19262400
BSX	3.19	17.30%	2419288000
BT	-11.58	-33.46%	110292400
BTA	-0.22	-1.91%	10794800
BTE	1.64	50.62%	710526400
BTO	8.24	29.40%	21062600
BTT	0.26	1.21%	44348600
BTZ	0.63	5.11%	63137800
BUD	-19.56	-15.65%	447681000
BUI	1.63	9.71%	16111600
BURL	41.85	97.55%	335118300
BVN	7	163.55%	507095600
BW	-4.28	-20.51%	109854400
BWA	-3.79	-8.77%	625345800
BWG	0.25	2.16%	26440900
BWP	4.38	33.74%	228551400
BWXT	7.93	24.96%	175738300
BX	-2.21	-7.56%	1196735100
BXC	2.17	40.94%	9241000
BXE	-0.27	-22.31%	242249200
BXMT	3.31	12.37%	150895800
BXMX	-0.71	-5.29%	61691800
BXP	-1.76	-1.38%	201060500
BXP-B	-1.18	-4.68%	2901200
BXS	7.06	29.43%	171143500
BYD	0.3	1.51%	349763800
BYM	-0.99	-6.65%	13804300
BZH	1.81	15.75%	209095800
C	7.68	14.84%	5606480500
C-C	-1.14	-4.39%	14039900
C-J	-0.03	-0.11%	27549800
C-K	-0.51	-1.83%	37907700
C-L	-1.29	-4.70%	11071400
C-N	-0.17	-0.65%	48171600
C-P	-0.78	-2.76%	2123700
C-S	0.65	2.64%	50086600
C.A	-0.03	-16.67%	158592500
CAA	-3.91	-10.31%	373575200
CAB	11.82	25.29%	237011500
CABO	188.07	43.37%	9902800
CACI	31.52	33.97%	48164400
CAE	2.88	25.97%	18387100
CAF	-2.92	-14.67%	40320700
CAG	-2.61	-6.19%	771793500
CAH	-17.3	-19.38%	628679300
CAI	-1.41	-13.99%	25173400
CAJ	-1.99	-6.60%	73608500
CAL	6	22.37%	83017600
CALX	-0.17	-2.16%	48517800
CAPL	-0.73	-2.82%	20861700
CAT	24.78	36.46%	1383911100
CATO	-6.74	-18.31%	36666000
CB	-0.52	-0.39%	447803800
CBA	0.99	12.09%	55111900
CBB	4.35	24.17%	179058000
CBB-B	0.9	1.87%	984000
CBD	6.03	57.32%	201832300
CBG	-3.09	-8.94%	735275000
CBI	-7.24	-18.57%	412542700
CBK	0.69	41.82%	87558500
CBL	-0.87	-7.03%	593562600
CBL-D	-0.84	-3.32%	12131500
CBL-E	-1.98	-7.94%	8890800
CBM	6.86	14.57%	104409500
CBO	18	1800.00%	373700
CBPX	5.64	32.30%	96353200
CBR	-2.88	-82.05%	131726900
CBS	16.49	34.99%	1126395400
CBS.A	12.7	24.37%	649700
CBT	9.66	23.63%	94387900
CBU	21.85	54.71%	41128700
CBZ	3.84	38.95%	44063600
CC	16.73	312.13%	847225700
CCC	-0.25	-1.45%	80210200
CCE	-17.84	-36.23%	752728300
CCI	0.32	0.37%	627529300
CCJ	-1.86	-15.09%	536447000
CCK	1.87	3.69%	239562200
CCL	-2.42	-4.44%	1231861000
CCM	-0.24	-4.96%	7720700
CCO	-0.54	-9.66%	36220200
CCP	-5.57	-18.22%	163031900
CCS	3.29	18.58%	21744300
CCU	-0.68	-3.14%	52563200
CCV	-0.58	-2.26%	6259300
CCZ	2.69	6.31%	173600
CDE	6.61	266.53%	1260975500
CDI	0.64	9.47%	24328200
CDR	-0.55	-7.77%	87764600
CDR-B	-0.35	-1.42%	4098900
CE	11.41	16.95%	243862600
CEA	-5.79	-20.58%	7604700
CEB	-0.79	-1.29%	54603100
CEE	3.94	23.69%	4122900
CEL	1.73	27.90%	5664900
CELP	1.75	19.89%	9605700
CEM	0.38	2.50%	64755800
CEN	1.84	18.18%	26641400
CEO	19.58	18.76%	40413800
CEQP	4.77	22.95%	151535600
CF	-9.33	-22.86%	1309449700
CFC-B	-0.17	-0.66%	23708900
CFG	9.44	36.04%	1747143100
CFI	11.68	45.86%	11209100
CFR	28.23	47.05%	184461000
CFR-A	-0.73	-2.88%	3726800
CFX	12.58	53.88%	250488000
CGA	-0.33	-21.57%	18261900
CGG	-75.46	-84.22%	10693100
CGI	-2.74	-27.70%	99335700
CHA	-0.32	-0.69%	10504100
CHCT	4.6	24.96%	21864800
CHD	1.75	4.12%	301126600
CHE	10.61	7.08%	28833000
CHGG	0.65	9.66%	145506500
CHH	5.64	11.19%	59058400
CHK	2.52	56.00%	11706198500
CHK-D	29.15	169.48%	3652900
CHKR	-0.67	-22.19%	32392800
CHL	-3.9	-6.92%	176938100
CHMI	5.19	39.92%	9032400
CHMT	5.93	21.75%	148267000
CHN	-0.47	-3.03%	6520900
CHS	3.72	34.86%	602874700
CHS-A	-0.44	-1.70%	3655000
CHSP	0.7	2.78%	104693000
CHT	1.52	5.06%	66418800
CHU	-0.51	-4.23%	93660700
CI	-12.94	-8.84%	364922100
CIA	2.39	32.17%	28784400
CIB	9.93	37.12%	93366400
CIE	-4.18	-77.41%	1395415800
CIEN	3.72	17.98%	796381500
CIF	0.26	11.21%	15980100
CIG	0.78	52.00%	1128813800
CIG.C	0.79	45.40%	813400
CII	-0.43	-3.04%	35638800
CIM	3.38	24.78%	414242900
CIM-A	0.12	0.48%	3090300
CINR	6.68	29.93%	11284000
CIO	0.99	8.13%	35003100
CIO-A	-2.04	-8.21%	1247900
CIR	22.73	53.93%	28025900
CIT	2.98	7.51%	567129300
CIVI	-8.89	-30.88%	24945300
CKH	18.72	35.62%	36341100
CL	-1.18	-1.77%	839093100
CLA	0.59	2.36%	1021500
CLB	11.3	10.39%	145787600
CLC	32.79	66.00%	82566700
CLD	3.53	169.71%	392118700
CLDT	0.07	0.34%	55513400
CLF	6.83	432.28%	2775038900
CLGX	2.97	8.77%	141652000
CLH	14	33.61%	105711200
CLI	5.67	24.28%	171096000
CLN-A	0.29	1.16%	5602900
CLN-B	0.22	0.90%	1205600
CLN-C	1.39	6.34%	9000200
CLNY	0.77	3.95%	351370700
CLR	28.56	124.28%	1258962800
CLS	0.82	7.43%	73575200
CLW	20.02	43.97%	27439700
CLX	-6.81	-5.37%	271792200
CM	15.73	23.88%	122363600
CMA	26.28	62.83%	650067500
CMA.W	24.74	176.59%	4083500
CMC	8.09	59.09%	422479200
CMCM	-6.46	-40.32%	192017400
CMD	-5.53	-6.56%	3501100
CMG	-102.53	-21.37%	320341300
CMI	48.66	55.29%	475684100
CMO	1.45	16.59%	201574700
CMO-E	0.29	1.22%	3968400
CMP	3.08	4.09%	90018000
CMR-B	3.15	18.37%	1462500
CMR-C	2.95	15.76%	5465600
CMR-D	2.86	14.79%	5904100
CMRE	-4.82	-46.26%	103598200
CMS	5.54	15.35%	557379600
CMS-B	5.9	6.08%	95000
CMU	-0.09	-2.00%	15915200
CNA	6.35	18.07%	41810500
CNC	-9.3	-14.13%	546671700
CNCO	2.22	35.92%	25873600
CND.P	-0.15	-1.00%	9511300
CNHI	1.85	27.05%	397900900
CNI	11.52	20.62%	276992200
CNK	4.93	14.75%	184291600
CNNX	13.7	139.09%	40849300
CNO	0.06	0.31%	427600300
CNP	6.28	34.20%	1069755500
CNQ	10.05	46.04%	895670400
CNS	3.12	10.24%	32303000
CNX	10.33	130.76%	1602575800
CNXC	8.98	96.87%	19597000
CO	-0.25	-3.92%	17908000
CODI	2.01	12.65%	39931400
COE	-3.95	-20.26%	5603600
COF	15.06	20.86%	917658700
COF-C	-1.34	-5.07%	10853800
COF-D	-1.59	-5.77%	14070200
COF-F	-1.23	-4.68%	15534200
COF-G	-3.33	-13.31%	27482300
COF-H	0.53	2.17%	3441700
COF-P	-1.4	-5.40%	18217700
COF.W	13.84	44.15%	1881000
COG	5.67	32.05%	1805900900
COH	2.29	7.00%	994042600
COL	0.46	0.50%	246083500
COO	40.73	30.35%	124181500
COP	3.45	7.39%	2537059700
COR	22.65	39.93%	121607800
COR-A	7.1	38.99%	2450600
COR-Z	-0.35	-1.40%	723400
CORR	20.04	135.04%	42721500
COT	0.34	3.09%	196859400
COTV	15.4	81.05%	61211000
COTY	-7.32	-28.56%	1237040400
CP	15.17	11.89%	236575700
CPA	42.57	88.21%	142160900
CPAC	1.56	20.39%	8219600
CPB	7.92	15.07%	515993300
CPE	7.03	84.29%	1023169600
CPE-A	10.87	26.00%	2473400
CPF	9.4	42.69%	37694100
CPG	1.94	16.65%	256755000
CPK	10.2	17.97%	19946500
CPL	7.98	107.55%	102798900
CPN	-3.04	-21.01%	1144142300
CPPL	-0.33	-1.89%	169075000
CPS	25.79	33.24%	44950500
CPT	7.31	9.52%	161446100
CR	24.28	50.75%	77505700
CRC	18.96	813.73%	2130228200
CRCM	1.41	19.69%	31059600
CRD.A	4.4	86.79%	6570600
CRD.B	7.25	136.53%	15575600
CRH	5.56	19.29%	211153800
CRI	-2.64	-2.97%	177107800
CRK	0.5	5.35%	312801900
CRL	-4.2	-5.22%	120612100
CRM	-9.94	-12.68%	1458893700
CRR	-6.74	-39.19%	190205600
CRS	5.9	19.49%	117642700
CRT	4.96	38.12%	4869400
CRY	8.37	77.64%	47414800
CS	-7.38	-34.02%	1103021400
CSC	26.74	81.82%	446337000
CSI	0.75	4.11%	6342200
CSL	21.6	24.35%	98852800
CSLT	0.68	15.93%	85696100
CSRA	1.84	6.13%	345137900
CSS	-1.31	-4.62%	5316200
CST	9.01	23.02%	209027800
CSTM	-1.8	-23.38%	227535100
CSU	-4.81	-23.06%	76102500
CSV	4.54	18.84%	24670400
CTAA	0.15	0.60%	14545400
CTB	1	2.64%	154468700
CTBB	-2.71	-10.60%	27143800
CTL	-1.38	-5.48%	1641083700
CTLT	1.93	7.71%	261696500
CTR	0.47	3.82%	38675200
CTS	4.76	26.98%	21153300
CTT	-0.05	-0.44%	26911500
CTU	-1.44	-5.54%	7233100
CTV	-1.55	-6.02%	14660400
CTW	-0.61	-2.38%	12697100
CTX	-0.98	-3.82%	8868700
CTY	-2.15	-8.66%	20780500
CTZ	-1.67	-6.63%	18767500
CUB	0.7	1.48%	47225000
CUB-C	-0.41	-1.55%	1004700
CUB-D	0.15	0.59%	1293700
CUB-E	0.5	1.99%	3428900
CUB-F	0.49	2.00%	2543100
CUBE	-3.85	-12.57%	450413700
CUBI	8.6	31.59%	53354000
CUBS	-0.93	-3.42%	886900
CUDA	2.75	14.72%	150085600
CUK	-5.73	-10.07%	101680300
CUZ	-0.92	-9.76%	706150600
CVA	0.11	0.71%	282473200
CVB	0.01	0.10%	445300
CVE	2.51	19.89%	531836700
CVEO	0.78	54.93%	220292600
CVG	-0.33	-1.33%	144187300
CVI	-13.96	-35.48%	201976300
CVO	0.03	0.43%	63154500
CVRR	-8.53	-45.06%	184163400
CVS	-18.86	-19.29%	1481167500
CVX	27.74	30.84%	2039074800
CW	29.86	43.59%	72244200
CWEI	89.69	303.31%	128466700
CWH	8.84	37.22%	31295600
CWT	10.63	45.68%	75470900
CX	2.46	44.17%	3165380500
CXE	-0.01	-0.20%	22165700
CXH	-0.57	-5.73%	4964800
CXO	39.74	42.80%	451123400
CXP	-1.88	-8.01%	146443700
CXW	-2.03	-7.66%	469423400
CYD	3.05	28.35%	8639400
CYH	-20.94	-78.93%	1176175500
CYS	0.6	8.42%	393907100
CYS-A	0.95	4.17%	1952400
CYS-B	0.73	3.32%	7253100
CZZ	3.82	103.52%	368506700
D	8.95	13.23%	721121300
DAC	-3.34	-55.76%	17895900
DAL	-1.5	-2.96%	2611801700
DAN	5.18	37.54%	481995200
