CAB	-13.95	-20.93%	229968200
CACI	12.96	17.70%	77240800
CAE	0.27	2.12%	8773500
CAF	6.56	27.55%	49054700
CAG	2.58	7.66%	875341100
CAH	13.92	20.84%	516825300
CAJ	-0.34	-1.06%	70627800
CALX	0.38	3.94%	97256300
CAPL	5.44	15.61%	5114800
CAS	-6.79	-45.97%	45530900
CAT	0.72	0.79%	1259178100
CATO	10.38	32.64%	42068800
CB	6.84	7.08%	295104300
CBA	-1.88	-10.54%	58234200
CBB	-1.85	-10.39%	258915200
CBB-B	4.03	8.91%	626600
CBD	-7.84	-17.55%	141936300
CBG	7.95	30.23%	505349100
CBI	-41.16	-49.51%	439226200
CBK	-2.83	-33.14%	88529400
CBL	1.46	8.13%	450966400
CBL-D	1.45	6.11%	7030000
CBL-E	3.86	18.16%	5033800
CBM	3.79	21.26%	70515400
CBO	-22.4	-95.73%	533600
CBPX	3.11	21.27%	51630200
CBR	-0.59	-14.25%	57849000
CBS	-8.4	-13.18%	2180691000
CBS.A	-7.42	-11.66%	1611900
CBT	-7.54	-14.67%	83753300
CBU	-1.55	-3.91%	36525800
CBX	0.39	48.15%	5200
CBZ	-0.56	-6.14%	72052400
CCC	0.21	1.02%	70919300
CCE	0.09	0.20%	560488100
CCI	5.27	7.18%	650723800
CCI-A	2.2	2.19%	14178100
CCJ	-4.36	-20.99%	528552400
CCK	6.33	14.20%	265846300
CCL	5.16	12.85%	999333400
CCM	0.93	16.97%	26669300
CCO	0.45	4.44%	48357900
CCS	-5.72	-24.87%	21640600
CCU	-5.56	-23.06%	42547000
CCV	4.7	22.77%	8069200
CCZ	11.48	29.05%	818800
CDE	-5.74	-52.90%	532567200
CDI	-0.82	-4.43%	12885000
CDR	1.08	17.25%	88544200
CDR-B	3.28	14.26%	4346400
CE	4.65	8.41%	255567700
CEA	5	25.99%	5889700
CEB	-4.9	-6.33%	47813700
CEE	-10.77	-35.25%	9563800
CEL	-5.27	-37.86%	13438000
CELP	-5.7	-28.50%	12652400
CEM	0.38	1.40%	45033700
CEN	-0.56	-3.06%	19352200
CEO	-52.22	-27.83%	45417000
CEQP	-57.3	-41.43%	129605800
CF	7.9	16.95%	202254500
CFC-B	0.4	1.58%	21853400
CFG	3.36	15.63%	174950600
CFI	1.23	6.01%	7424300
CFR	-3.79	-5.09%	98312500
CFR-A	3.79	19.15%	3395100
CFX	-12.12	-19.03%	190673800
CGA	-2.1	-58.01%	72576200
CGG	-366.4	-65.99%	9111700
CGI	3.21	16.48%	40044100
CHA	8.14	16.10%	12266300
CHD	6.27	18.90%	177536400
CHE	29.05	37.91%	56151300
CHGG	-1.6	-18.80%	141060100
CHH	6.91	14.07%	37056400
CHK	-7.57	-27.89%	2561026600
CHK-D	-1.09	-1.18%	1184500
CHKR	-5.23	-49.34%	63626600
CHL	6.53	12.49%	264263900
CHMI	0.69	3.88%	11984400
CHMT	-3.19	-11.43%	260711900
CHN	-2.58	-12.40%	10115900
CHS	-2.63	-13.96%	566744400
CHS-A	1.71	6.95%	1921900
CHSP	11.92	47.13%	89423000
CHT	-1.53	-4.94%	27963200
CHU	-1.61	-10.69%	118647700
CI	15.43	17.64%	431477400
CIA	-1.15	-13.14%	20682100
CIB	-1.14	-2.33%	104258700
CIE	-7.56	-45.96%	918592000
CIEN	-4.52	-18.89%	895275400
CIF	-0.23	-7.96%	13374100
CIG	-1.26	-20.25%	1353367500
CIG.C	-2.85	-34.76%	759900
CII	0.3	2.19%	39062300
CIM	0.08	2.58%	1353987900
CIO	0.3	2.40%	8966900
CIR	-20.5	-25.38%	26149800
CIT	-4.3	-8.25%	357953100
CIVI	0.03	0.18%	20100700
CKH	-17.39	-19.07%	40875800
CL	3.98	6.10%	794723300
CLA	0.62	2.50%	2124300
CLB	-70.61	-36.98%	118731000
CLC	2.29	3.56%	65356500
CLD	-8.82	-49.00%	265425200
CLDT	8.52	41.66%	64378900
CLF	-19.07	-72.76%	2065318900
CLGX	-3.94	-11.09%	160891600
CLH	-11.91	-19.86%	169423000
CLI	-2.42	-11.27%	242731100
CLN-A	1.28	5.12%	4114600
CLN-B	0.68	2.69%	2302800
CLNY	3.53	17.40%	303414700
CLR	-17.9	-31.82%	471492800
CLS	1.34	12.88%	63379600
CLW	16.05	30.57%	36099500
CLX	11.45	12.34%	282423300
CM	0.54	0.63%	45490000
CMA	-0.7	-1.47%	388733700
CMA.W	-1.1	-5.77%	2916300
CMC	-4.04	-19.87%	228191000
CMCM	-0.11	-0.72%	149288100
CMG	151.73	28.48%	119315000
CMI	3.2	2.27%	370685800
CMN	9.35	27.57%	28756100
CMO	0.2	1.66%	231029000
CMO-E	1.94	8.49%	4914200
CMP	6.78	8.47%	66658500
CMR-B	1.41	6.15%	1536600
CMR-C	0.78	3.14%	6786700
CMRE	-0.66	-3.61%	37572100
CMS	7.98	29.81%	589597700
CMS-B	8.19	8.50%	185600
CMU	0.25	6.04%	15254900
CNA	-4.18	-9.75%	33596000
CNC	22.45	76.17%	183990600
CNCO	-3.2	-29.38%	19294800
CNHI	-3.29	-28.99%	211355400
CNI	11.89	20.85%	258809400
CNK	2.25	6.75%	167751600
CNNX	-4.38	-15.37%	26195600
CNO	-0.47	-2.66%	368378800
CNP	0.25	1.08%	1015884000
CNQ	-2.96	-8.75%	812404400
CNS	2.02	5.04%	31864100
CNX	-4.23	-11.12%	627198800
CO	0.51	12.72%	27073000
CODI	-3.38	-17.22%	38433600
COF	5.94	7.75%	755330400
COF-C	-0.06	-0.24%	33702500
COF-D	0.63	2.49%	8520000
COF-P	2.66	12.24%	30302000
COF.W	5.67	16.00%	6802700
COG	-9.15	-23.61%	1596342400
COH	-18.57	-33.08%	1263202700
COL	10.56	14.29%	200584300
COO	38.25	30.89%	132898100
COP	-1.59	-2.25%	1566568000
COR	6.86	21.31%	30391800
COR-A	2.95	13.05%	3452600
CORR	-3.2	-8.99%	59428500
COT	-1.18	-14.64%	145776800
COTY	5.41	35.48%	228398200
CP	41.37	27.34%	208538100
CPA	-56.47	-35.27%	141981700
CPAC	-3.11	-26.27%	8259700
CPB	0.72	1.66%	327264800
CPE	-1.08	-16.54%	304670500
CPE-A	-5.32	-11.33%	2675500
CPF	1.42	7.07%	37232000
CPG	-13.42	-36.69%	25372100
CPK	9.65	24.11%	7767000
CPL	-2.44	-15.24%	106909100
CPN	2.62	13.43%	937996400
CPS	8.77	17.86%	11268400
CPT	16.96	29.82%	145514700
CR	-8.55	-12.71%	87328800
CRC	-2.06	-27.21%	278136400
CRCM	-12.93	-60.96%	52859300
CRD.A	0.88	11.44%	5354800
CRD.B	1.04	11.26%	10063500
CRH	-1.54	-6.03%	102288100
CRI	15.52	21.62%	167609700
CRK	-57.4	-62.77%	421731800
CRL	10.6	19.98%	121314700
CRM	4.12	7.47%	1386266700
CRR	-76.48	-65.63%	161601300
CRS	-12.95	-20.82%	84931200
CRT	-12.09	-41.11%	5774000
CRY	0.24	2.16%	33294500
CS	-5.96	-19.20%	245229900
CSC	7.17	12.83%	279141800
CSI	1.03	5.63%	7689700
CSL	10.84	13.65%	80341000
CSLT	-25.8	-68.80%	134392700
CSS	-1.04	-3.63%	5434900
CST	6.89	18.76%	178224700
CSTM	-6.84	-29.39%	254242300
CSU	0.92	3.83%	46195300
CSV	1.42	7.27%	31037300
CTB	10.61	44.13%	241479100
CTL	7.73	24.27%	1113717900
CTLT	7.88	39.40%	80080300
CTR	-0.66	-2.99%	28487500
CTS	-2.08	-10.45%	21235400
CTT	-2.63	-18.85%	43773200
CTU	4.08	18.66%	9888800
CTV	1.32	5.43%	12348500
CTW	3.49	14.90%	11064700
CTX	4.15	18.92%	10053000
CTY	5.15	27.18%	33444900
CUB	-0.02	-0.04%	29883600
CUB-A	1.83	7.28%	2251700
CUBE	6.13	38.46%	299368300
CUBI	-1	-4.89%	29703300
CUBS	-0.06	-0.23%	1100
CUDA	-3.84	-9.68%	51077000
CUK	3.54	8.54%	50644400
CUZ	1.12	10.87%	428279700
CVA	4.26	24.00%	417371200
CVB	0.47	4.57%	254800
CVE	-8.03	-28.03%	346688400
CVEO	-18.68	-81.97%	345131900
CVG	-0.68	-3.23%	135960500
CVI	-4.72	-10.87%	105355600
CVO	-10.72	-38.95%	111569400
CVRR	-5.82	-25.73%	122660000
CVS	24.74	34.57%	1174615300
CVT	-8.55	-23.50%	65589400
CVX	-12.73	-10.19%	1646086700
CW	8.36	13.43%	73713500
CWEI	-18.15	-22.15%	27910500
CWH	3.55	15.23%	163268800
CWT	1.54	6.68%	45444200
CX	-1.64	-13.86%	2860798000
CXE	0.41	9.17%	19046700
CXH	0.75	8.70%	6204600
CXO	-8.25	-7.64%	334470800
CXP	0.35	1.40%	181780600
CXW	4.27	13.31%	156450900
CYD	-1.87	-8.96%	12899800
CYH	14.65	37.31%	453763200
CYS	1.31	17.68%	558974800
CYS-A	3.56	17.12%	2115200
CYS-B	4.02	20.41%	5896600
CZZ	-5.97	-43.51%	355665300
D	12.21	18.87%	619043300
DAC	0.57	11.63%	7033100
DAL	21.72	79.07%	3261072400
DAN	2.12	10.81%	525389100
DAR	-2.72	-13.03%	311019400
DATA	15.83	22.97%	363316100
DB	-18.22	-37.77%	428230700
DBD	1.63	4.94%	158804700
DBL	2.24	10.04%	21004400
DCA	0.59	15.01%	32875300
DCI	-4.83	-11.11%	109861300
DCM	-1.91	-11.57%	55503500
DCO	-4.53	-15.20%	15154400
DCT	7.14	25.04%	1266050100
DCUC	-0.24	-0.46%	14558200
DD	8.97	13.81%	1063877100
DD-A	8.45	11.57%	328000
DD-B	18.5	21.64%	441600
DDC	3.6	25.07%	73495100
DDD	-60.06	-64.63%	1076192200
DDE	-0.65	-43.92%	9493800
DDF	0.46	4.90%	7342600
DDR	2.99	19.45%	769058600
DDR-J	3.67	16.83%	5242200
DDR-K	4.14	19.83%	4688700
DDS	27.97	28.77%	148018900
DDT	0.69	2.72%	1305500
DE	-2.86	-3.13%	800157500
DECK	6.58	7.79%	209186400
DEI	5.11	21.94%	200451000
DEL	0.46	0.68%	7763900
DEO	-18.33	-13.84%	132206000
DEX	-0.95	-7.77%	11920200
DF	2.19	12.74%	618504100
DFP	1.72	8.38%	18635200
DFS	9.54	17.05%	665983900
DFS-B	2.3	9.98%	18107000
DFT	8.53	34.52%	160593500
DG	10.38	17.21%	1202609400
DGI	-10.18	-24.74%	177076000
DGX	13.52	25.25%	466514500
DHF	-0.46	-11.30%	57724300
DHG	-0.37	-2.57%	12393800
DHI	2.97	13.31%	1529792600
DHR	8.51	11.02%	733102900
DHT	0.47	6.87%	170266900
DHX	2.76	38.07%	111492600
DIAX	-2.58	-14.33%	748900
DIN	20.09	24.05%	38114000
DIS	17.79	23.29%	1684019800
DK	-7.13	-20.72%	216815100
DKL	3.82	12.07%	13036000
DKS	-8.45	-14.54%	427550300
DKT	1.49	5.58%	22595700
DL	-2.3	-12.31%	56532600
DLB	4.56	11.83%	98210100
DLNG	-6.2	-27.49%	17636500
DLPH	12.59	20.94%	499095300
DLR	17.18	34.98%	335319300
DLR-F	4.92	23.91%	5881700
DLR-G	4.87	26.83%	11237400
DLR-H	1.77	7.12%	18030400
DLX	10.06	19.28%	77220600
DM	38.51	5581.16%	39691900
DMB	1.82	17.58%	17120700
DMD	0.35	6.07%	101097600
DMO	0.66	2.85%	6477900
DNB	-1.79	-1.46%	104467200
DNI	0.01	0.07%	12022000
DNOW	-6.58	-20.37%	300778200
DNP	1.14	12.10%	86585300
DNR	-8.3	-50.52%	1549057200
DO	-20.21	-35.51%	462550900
DOC	3.86	30.30%	79592200
DOOR	1.46	2.43%	58731100
DOV	-24.82	-25.71%	339879800
DOW	1.21	2.73%	2332485800
DPG	2.56	13.42%	24065400
DPLO	11.37	71.06%	27671900
DPM	-4.92	-9.77%	103299200
DPS	22.96	47.13%	418870700
DPZ	24.52	35.20%	113446600
DQ	-9.96	-27.44%	27981300
DRA	-0.91	-4.99%	5853300
DRD	-2.15	-58.27%	41099300
DRE	5.16	34.31%	569282700
DRH	3.32	28.74%	395773900
DRI	4.26	7.84%	396172800
DRQ	-33.2	-30.20%	95492600
